region_name_1_20000,prefecture,region_name_10km,mesh_10km,number_of_factories,number_of_workers,shipment
高梁,鳥取,根雨,523363,8,109,27674
高梁,岡山,美作新庄,523364,2,18,0
高梁,岡山,湯原湖,523365,1,124,0
高梁,岡山,奥津,523367,1,7,0
高梁,島根,上山佐,523370,5,39,0
高梁,島根,布部(島根),523371,4,39,50554
高梁,鳥取,井尻,523372,3,60,0
高梁,鳥取,江尾,523373,7,107,0
高梁,鳥取,延助,523374,5,117,0
高梁,岡山,蒜山,523375,16,261,15002
高田,長野,戸隠,553800,6,247,0
高田,長野,若槻,553801,27,871,1178630
高田,長野,中野西部,553802,208,7786,13947221
高田,長野,中野東部,553803,16,188,92083
高田,群馬,猿ヶ京,553807,19,677,1355612
高田,長野,信濃柏原,553811,20,801,10244
高田,長野,替佐,553812,27,820,317623
高田,長野,夜間瀬,553813,9,146,89686
高田,群馬,水上,553817,4,68,0
高田,新潟,赤倉,553821,5,239,0
高田,長野,飯山,553822,9,137,202101
高田,長野,往郷,553823,30,1300,3865077
高田,新潟,苗場山,553825,2,11,0
高田,新潟,関山,553831,17,546,1673621
高田,新潟,猿橋,553832,5,119,0
高田,長野,野沢温泉,553833,8,64,0
高田,unknown_prefecture,unknown_name,553834,6,96,41992
高田,新潟,赤沢,553835,6,187,0
高田,新潟,越後湯沢,553836,8,106,0
高田,新潟,巻機山,553837,1,7,0
高田,新潟,槙,553840,2,23,0
高田,新潟,重倉山,553841,10,208,236986
高田,新潟,新井,553842,77,5064,12787172
高田,新潟,柳島,553843,2,80,0
高田,新潟,松之山温泉,553844,1,12,0
高田,新潟,大割野,553845,33,691,349613
高田,新潟,塩沢,553846,22,361,103644
高田,新潟,六日町,553847,42,1666,3085271
高田,新潟,名立大町,553850,6,54,0
高田,新潟,高田西部,553851,54,1384,1459648
高田,新潟,高田東部,553852,86,2994,4315694
高田,新潟,安塚,553853,15,188,186948
高田,新潟,松代,553854,11,138,50850
高田,新潟,千手,553855,53,1420,1447224
高田,新潟,十日町,553856,60,1122,1084914
高田,新潟,五日町,553857,56,1395,1509665
高田,新潟,高田西部/潟町,553861,7,48,25893
高田,新潟,潟町,553862,122,7870,26896513
高田,新潟,原之町,553863,8,155,0
高田,新潟,石黒,553864,2,23,0
高田,新潟,岡野町,553865,6,100,0
高田,新潟,岩沢,553866,33,600,436215
高田,新潟,小出,553867,93,2614,2365701
高田,新潟,柿崎,553872,11,211,982179
高田,新潟,柿崎,553873,20,862,1687646
高田,新潟,越後野田,553874,6,98,0
高田,新潟,法坂,553875,19,361,331605
高田,新潟,小千谷,553876,133,5407,7625460
高田,新潟,小平尾,553877,23,315,171482
高知,unknown_prefecture,unknown_name,503300,9,128,0
高知,unknown_prefecture,unknown_name,503301,8,210,0
高知,unknown_prefecture,unknown_name,503302,33,889,353757
高知,unknown_prefecture,unknown_name,503310,1,6,0
高知,unknown_prefecture,unknown_name,503311,8,115,0
高知,unknown_prefecture,unknown_name,503312,14,246,130819
高知,unknown_prefecture,unknown_name,503313,58,1309,778373
高知,高知,土佐長浜,503314,28,391,358527
高知,高知,安芸,503317,17,323,124352
高知,unknown_prefecture,unknown_name,503320,2,19,0
高知,unknown_prefecture,unknown_name,503321,10,142,49645
高知,unknown_prefecture,unknown_name,503322,31,601,461667
高知,unknown_prefecture,unknown_name,503323,75,1997,3385585
高知,高知,高知,503324,278,6472,11318235
高知,高知,後免,503325,92,3475,5887988
高知,高知,手結,503326,10,329,1559278
高知,高知,土佐土居,503327,8,143,0
高知,unknown_prefecture,unknown_name,503330,1,12,0
高知,unknown_prefecture,unknown_name,503331,6,168,117685
高知,unknown_prefecture,unknown_name,503332,5,68,68971
高知,unknown_prefecture,unknown_name,503333,1,9,0
高知,高知,土佐山,503334,12,153,0
高知,高知,土佐山田,503335,74,2121,3532708
高知,高知,美良布,503336,4,107,0
高知,unknown_prefecture,unknown_name,503343,1,8,0
高知,高知,田井,503344,10,158,69786
高知,高知,繁藤,503345,2,36,0
高知,高知,奈呂,503346,3,45,0
高知,高知,大栃,503347,5,62,0
高知,unknown_prefecture,unknown_name,503352,1,5,0
高知,高知,本山,503354,3,28,0
高知,高知,杉,503355,6,94,0
高知,高知,東土居,503356,7,108,14808
高知,愛媛,伊予小松,503360,62,1358,1635351
高知,愛媛,西条,503361,33,1473,87383
高知,愛媛,別子銅山,503362,7,136,131249
高知,愛媛,弟地,503363,1,16,0
高知,徳島,野鹿池山,503365,2,22,0
高知,徳島,大歩危,503366,4,37,0
高知,徳島,京上,503367,5,50,0
高知,愛媛,壬生川,503370,81,1934,13276091
高知,愛媛,西条北部,503371,91,5551,17374416
高知,愛媛,新居浜,503372,191,7915,56960788
高知,愛媛,東予土居,503373,58,1667,4153679
高知,愛媛,伊予三島,503374,205,7405,39519684
高知,徳島,伊予新宮,503375,17,205,140345
高知,徳島,阿波川口,503376,5,43,0
鳥取,鳥取,用瀬,533401,26,355,109002
鳥取,鳥取,因幡郡家,533402,19,332,126647
鳥取,鳥取,若桜,533403,10,231,300020
鳥取,兵庫,氷ノ山,533404,3,75,0
鳥取,兵庫,関宮,533405,15,277,59258
鳥取,兵庫,八鹿,533406,63,1819,742260
鳥取,兵庫,直見,533407,6,81,0
鳥取,鳥取,鹿野,533410,24,337,79663
鳥取,鳥取,鳥取南部,533411,156,7976,26077462
鳥取,鳥取,稲葉山,533412,25,2078,7761041
鳥取,鳥取,扇ノ山,533413,1,8,0
鳥取,兵庫,村岡,533414,18,431,170522
鳥取,兵庫,栃本,533415,14,176,39898
鳥取,兵庫,江原,533416,74,1976,1803879
鳥取,兵庫,出石,533417,16,560,150515
鳥取,鳥取,浜村,533420,17,598,1267172
鳥取,鳥取,鳥取北部,533421,70,1858,2072118
鳥取,鳥取,浦富,533422,27,1003,815213
鳥取,兵庫,湯,533423,9,187,0
鳥取,兵庫,味取,533424,2,11,0
鳥取,兵庫,神鍋山,533425,2,25,0
鳥取,兵庫,豊岡,533426,118,2987,4633032
鳥取,京都,須田,533427,15,669,1147536
鳥取,鳥取,田後,533432,1,19,0
鳥取,兵庫,浜坂,533433,26,585,700826
鳥取,兵庫,余部,533434,11,162,89371
鳥取,兵庫,香住,533435,70,971,1155943
鳥取,兵庫,城崎,533436,16,221,204474
鳥取,京都,久美浜,533437,13,164,33807
鹿児島,鹿児島,野間岳,473001,7,63,0
鹿児島,鹿児島,加世田,473002,33,1119,2146597
鹿児島,鹿児島,知覧,473003,63,1486,437019
鹿児島,鹿児島,喜入,473004,14,354,33857
鹿児島,鹿児島,鹿屋,473006,54,1088,1143745
鹿児島,鹿児島,大隅高山,473007,63,2344,4510104
鹿児島,鹿児島,唐仁原,473012,27,718,295119
鹿児島,鹿児島,神殿,473013,7,197,0
鹿児島,鹿児島,瀬々串,473014,72,2548,7526870
鹿児島,鹿児島,垂水,473015,17,611,770581
鹿児島,鹿児島,上祓川,473016,4,44,0
鹿児島,鹿児島,持留,473017,20,301,0
鹿児島,鹿児島,伊作,473022,17,383,21126
鹿児島,鹿児島,春山,473023,15,197,50055
鹿児島,鹿児島,鹿児島南部,473024,261,5948,20559234
鹿児島,鹿児島,桜島南部,473025,6,81,0
鹿児島,鹿児島,百引,473026,5,255,0
鹿児島,鹿児島,野方,473027,10,116,0
鹿児島,鹿児島,長里,473032,34,909,633409
鹿児島,鹿児島,伊集院,473033,63,1906,1160810
鹿児島,鹿児島,鹿児島北部,473034,113,2003,1232706
鹿児島,鹿児島,桜島北部,473035,1,9,0
鹿児島,鹿児島,牛根境,473036,6,92,0
鹿児島,鹿児島,岩川,473037,14,507,0
鹿児島,鹿児島,荒川浜,473041,4,36,0
鹿児島,鹿児島,串木野,473042,57,2618,4944205
鹿児島,鹿児島,薩摩郡山,473043,19,328,16613
鹿児島,鹿児島,脇元,473044,54,2134,2623835
鹿児島,鹿児島,加治木,473045,33,550,292716
鹿児島,鹿児島,国分,473046,54,8448,19280959
鹿児島,鹿児島,財部,473047,9,151,85997
鹿児島,鹿児島,羽島,473051,2,26,0
鹿児島,鹿児島,川内,473052,51,1807,1636740
鹿児島,鹿児島,塔之原,473053,18,1266,0
鹿児島,鹿児島,蒲生,473054,13,390,0
鹿児島,鹿児島,石原,473055,26,788,26200
鹿児島,鹿児島,日当山,473056,18,1395,0
鹿児島,宮崎,高野,473057,9,69,0
鹿児島,鹿児島,西方,473061,29,591,239250
鹿児島,鹿児島,東郷,473062,28,4535,10650882
鹿児島,鹿児島,宮之城,473063,29,1412,3723175
鹿児島,鹿児島,薩摩黒木,473064,3,126,0
鹿児島,鹿児島,横川,473065,28,1318,2694760
鹿児島,鹿児島,霧島温泉,473066,15,188,0
鹿児島,宮崎,高千穂峰,473067,3,56,0
鹿児島,鹿児島,大川,473071,20,471,259430
鹿児島,鹿児島,紫尾山,473072,1,5,0
鹿児島,鹿児島,湯田,473073,20,589,385763
鹿児島,鹿児島,永野,473074,12,515,0
鹿児島,鹿児島,栗野,473075,22,734,1315655
鹿児島,宮崎,日向小林,473077,36,1253,751728
（与那国島）,沖縄,与那国島,362257,5,43,0
（南北大東島）,沖縄,南大東島,383151,1,41,0
（南北大東島）,沖縄,南大東島,383161,3,25,0
（南北大東島）,沖縄,北大東島/南大東島,383162,1,6,0
（南北大東島）,沖縄,北大東島,383172,1,27,0
